ID,Project_Code,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Vendor,Brand,Dosage,Dosage_Form,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD
65716,106-HT-T30,Haiti,PMO - US,Direct Drop,EXW,Air,2011-12-22 00:00:00,2011-12-22 00:00:00,2011-12-22 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,600/300/300mg,Tablet - FDC,30,5500,77550.0,14.1,0.47,Mylan (formerly Matrix) Nashik,647,4877.34,108.73
65717,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Ocean,2012-01-27 00:00:00,2012-01-27 00:00:00,2012-01-27 00:00:00,CIPLA LIMITED,Generic,10mg/ml,Oral solution,240,50000,103000.0,2.06,0.01,"Cipla, Goa, India",18417,11534.48,169.95
65732,109-TZ-T30,Tanzania,PMO - US,Direct Drop,FCA,Air,2009-09-09 00:00:00,2009-09-09 00:00:00,2009-09-09 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,100mg,Capsule,336,160,6137.6,38.36,0.11,ABBVIE (Abbott) Logis. UK,325,2278.11,12.03
65748,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-04-23 00:00:00,2014-04-23 00:00:00,2014-04-23 00:00:00,HETERO LABS LIMITED,Generic,600mg,Tablet,30,12984,42068.16,3.24,0.11,Hetero Unit III Hyderabad IN,See ASN-24398 (ID#:18664),See ASN-24398 (ID#:18664),52.04
65780,107-RW-T30,Rwanda,PMO - US,Direct Drop,EXW,Air,2012-07-20 00:00:00,2012-07-20 00:00:00,2012-07-20 00:00:00,HETERO LABS LIMITED,Generic,200mg,Tablet,60,55710,130361.4,2.34,0.04,Hetero Unit III Hyderabad IN,3204,19625.64,182.77
65799,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-29 00:00:00,2014-08-29 00:00:00,2014-08-29 00:00:00,S. BUYS WHOLESALER,Generic,150/300mg,Tablet - FDC,60,206,6746.05,32.75,0.55,Hetero Unit III Hyderabad IN,Weight Captured Separately,Freight Included in Commodity Cost,8.34
65803,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-29 00:00:00,2014-08-29 00:00:00,2014-08-29 00:00:00,S. BUYS WHOLESALER,Generic,300mg,Tablet,60,19,515.11,27.11,0.45,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,0.64
65849,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-27 00:00:00,2014-08-27 00:00:00,2014-08-27 00:00:00,S. BUYS WHOLESALER,Generic,300mg,Tablet,30,132,2983.26,22.6,0.75,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,3.69
65978,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-04-13 00:00:00,2011-04-13 00:00:00,2011-04-13 00:00:00,STRIDES ARCOLAB LIMITED,Generic,150/200/30mg,Tablet - FDC,60,9377,50542.03,5.39,0.09,"Strides, Bangalore, India.",692,8494.45,83.39
65987,108-VN-T30,Vietnam,PMO - US,Direct Drop,FCA,Air,2012-06-27 00:00:00,2012-06-27 00:00:00,2012-06-27 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,80/20mg/ml,Oral solution,300,100,6082.0,60.82,0.2,ABBVIE (Abbott) Logis. UK,164,742.1,8.53
66000,107-RW-T30,Rwanda,PMO - US,Direct Drop,FCA,Air,2014-07-16 00:00:00,2014-07-16 00:00:00,2014-07-22 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,80/20mg/ml,Oral solution,300,316,9739.12,30.82,0.1,ABBVIE (Abbott) Logis. UK,415,4399.65,10.01
66030,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Air,2010-12-13 00:00:00,2010-12-08 00:00:00,2010-12-08 00:00:00,Aurobindo Pharma Limited,Generic,10mg/ml,Oral suspension,240,19060,60039.0,3.15,0.01,"Aurobindo Unit III, India",7353,4876.34,129.44
66062,108-VN-T30,Vietnam,PMO - US,Direct Drop,FCA,Air,2015-08-12 00:00:00,2015-08-12 00:00:00,2015-08-12 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,5000,304000.0,60.8,0.51,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Invoiced Separately,357.81
66073,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Ocean,2012-01-09 00:00:00,2012-01-09 00:00:00,2012-01-09 00:00:00,GLAXOSMITHKLINE EXPORT LIMITED,Ziagen,20mg/ml,Oral solution,240,2244,20824.32,9.28,0.04,GSK Mississauga (Canada),870,3755.91,34.36
66094,151-NG-T30,Nigeria,PMO - US,Direct Drop,EXW,Air,2014-04-14 00:00:00,2014-04-14 00:00:00,2014-04-15 00:00:00,Aurobindo Pharma Limited,Generic,300mg,Tablet,60,25932,140810.76,5.43,0.09,"Aurobindo Unit III, India",1548,11663.16,144.75
66100,105-GH-T30,Ghana,PMO - US,Direct Drop,EXW,Air,2014-10-09 00:00:00,2014-10-09 00:00:00,2014-10-13 00:00:00,HETERO LABS LIMITED,Generic,300/300mg,Tablet - FDC,30,45632,210819.84,4.62,0.15,Hetero Unit III Hyderabad IN,4486,20394.49,216.72
66123,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-04-05 00:00:00,2011-05-05 00:00:00,2011-05-05 00:00:00,CIPLA LIMITED,Generic,200mg,Tablet,60,48446,135164.34,2.79,0.05,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,291.41
66145,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-08-24 00:00:00,2015-08-24 00:00:00,2015-08-24 00:00:00,PHARMACY DIRECT,Isentress,400mg,Tablet,60,3,197.26,65.75,1.1,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost,0.2
66175,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-07-02 00:00:00,2010-07-02 00:00:00,2010-07-02 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,300mg,Tablet,30,12084,84588.0,7.0,0.23,Mylan (formerly Matrix) Nashik,See ASN-7237 (ID#:50231),See ASN-7237 (ID#:50231),182.37
66205,106-HT-T30,Haiti,PMO - US,Direct Drop,EXW,Air,2015-03-26 00:00:00,2015-03-26 00:00:00,2015-03-26 00:00:00,EMCURE PHARMACEUTICALS LTD,Generic,300/100mg,Tablet,30,1000,18000.0,18.0,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",133,1604.56,18.5
66207,114-UG-T30,Uganda,PMO - US,Direct Drop,EXW,Air,2010-04-21 00:00:00,2010-04-21 00:00:00,2010-04-21 00:00:00,ASPEN PHARMACARE,Prezista,300mg,Tablet,120,102,9180.0,90.0,0.75,"Aspen-OSD, Port Elizabeth, SA",15,845.1,17.99
66218,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-12-29 00:00:00,2009-12-29 00:00:00,2009-12-29 00:00:00,S. BUYS WHOLESALER,Norvir,80mg/ml,Oral solution,90,5,46.16,9.23,0.1,ABBVIE (Abbott) France,Weight Captured Separately,Freight Included in Commodity Cost,0.1
66257,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-02-06 00:00:00,2014-02-06 00:00:00,2014-02-06 00:00:00,S. BUYS WHOLESALER,Ziagen,20mg/ml,Oral solution,240,8,192.37,24.05,0.1,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,0.24
66264,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2015-09-07 00:00:00,2015-09-07 00:00:00,2015-09-07 00:00:00,HETERO LABS LIMITED,Generic,600/300/300mg,Tablet - FDC,30,17760,168720.0,9.5,0.32,Hetero Unit III Hyderabad IN,Weight Captured Separately,Invoiced Separately,198.58
66277,114-UG-T30,Uganda,PMO - US,Direct Drop,DDP,Air,2012-05-10 00:00:00,2012-05-10 00:00:00,2012-05-10 00:00:00,ASPEN PHARMACARE,Prezista,300mg,Tablet,120,100,6660.0,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",14,527,9.34
66278,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-06-05 00:00:00,2012-06-05 00:00:00,2012-06-05 00:00:00,Aurobindo Pharma Limited,Generic,50mg,Capsule,30,2065,4625.6,2.24,0.07,"Aurobindo Unit III, India",See ASN-14875 (ID#:35053),See ASN-14875 (ID#:35053),6.49
66307,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-08-01 00:00:00,2013-08-01 00:00:00,2013-08-01 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,600/300/300mg,Tablet - FDC,30,32673,375412.77,11.49,0.38,Mylan (formerly Matrix) Nashik,3425,11077.85,464.39
66333,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2010-05-31 00:00:00,2010-05-31 00:00:00,2010-05-31 00:00:00,S. BUYS WHOLESALER,Retrovir,10mg/ml,Oral solution,200,400,2864.03,7.16,0.04,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,6.17
66338,116-ZA-T30,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,2013-04-16 00:00:00,2013-04-16 00:00:00,2013-04-16 00:00:00,S. BUYS WHOLESALER,Generic,10mg/ml,Oral solution,240,145,1173.68,8.09,0.03,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,1.45
66352,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-03-09 00:00:00,2015-03-09 00:00:00,2015-03-09 00:00:00,PHARMACY DIRECT,Generic,150/300mg,Tablet - FDC,60,20,428.71,21.44,0.36,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,0.44
66371,109-TZ-T30,Tanzania,PMO - US,Direct Drop,EXW,Air,2013-09-24 00:00:00,2013-09-24 00:00:00,2013-09-24 00:00:00,Aurobindo Pharma Limited,Generic,150/300/200mg,Tablet - FDC,60,37012,300907.56,8.13,0.14,"Aurobindo Unit III, India",4699,17907.7,372.22
66374,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-10-22 00:00:00,2010-10-22 00:00:00,2010-10-22 00:00:00,STRIDES ARCOLAB LIMITED,Generic,200mg,Tablet,60,116000,327120.0,2.82,0.05,"Strides, Bangalore, India.",7193,8559.24,705.27
66383,114-UG-T30,Uganda,PMO - US,Direct Drop,EXW,Air,2013-04-22 00:00:00,2013-04-22 00:00:00,2013-04-22 00:00:00,Aurobindo Pharma Limited,Generic,50mg,Chewable/dispersible tablet,30,961,1201.25,1.25,0.04,"Aurobindo Unit III, India",53,1203.4,1.49
66431,114-UG-T30,Uganda,PMO - US,Direct Drop,FCA,Air,2009-12-03 00:00:00,2009-12-03 00:00:00,2009-12-03 00:00:00,Hoffmann-La Roche ltd Basel,Invirase,500mg,Tablet,120,161,16125.1,100.16,0.83,Roche Basel,30,1072.35,34.77
66438,106-HT-T30,Haiti,PMO - US,Direct Drop,EXW,Air,2013-03-11 00:00:00,2013-03-11 00:00:00,2013-03-11 00:00:00,Aurobindo Pharma Limited,Generic,400mg,Delayed-release capsules,30,384,7680.0,20.0,0.67,"Aurobindo Unit III, India",30,1119.09,9.5
66448,104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2014-07-31 00:00:00,2014-07-31 00:00:00,2014-07-31 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,300/100mg,Tablet,30,3200,64000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,430,3587.34,65.79
66449,108-VN-T30,Vietnam,PMO - US,Direct Drop,FCA,Air,2010-06-22 00:00:00,2010-06-22 00:00:00,2010-06-22 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,8225,676095.0,82.2,0.68,ABBVIE Ludwigshafen Germany,2018,10263.55,1457.66
66500,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-12-10 00:00:00,2014-12-10 00:00:00,2014-12-10 00:00:00,S. BUYS WHOLESALER,Generic,30mg,Capsule,60,329,1159.91,3.53,0.06,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,1.37
66508,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-06-05 00:00:00,2012-06-05 00:00:00,2012-06-05 00:00:00,Aurobindo Pharma Limited,Generic,200mg,Capsule,90,400,3128.0,7.82,0.09,"Aurobindo Unit III, India",See ASN-14875 (ID#:35053),See ASN-14875 (ID#:35053),4.39
66522,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-08-24 00:00:00,2009-08-24 00:00:00,2009-08-24 00:00:00,S. BUYS WHOLESALER,Viramune,200mg,Tablet,60,100,2156.36,21.56,0.36,"Boehringer Ing., Koropi, GR",Weight Captured Separately,Freight Included in Commodity Cost,4.23
66609,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-02-09 00:00:00,2011-02-09 00:00:00,2011-02-09 00:00:00,HETERO LABS LIMITED,Generic,30mg,Capsule,60,14428,20920.6,1.45,0.02,Hetero Unit III Hyderabad IN,See ASN-9407 (ID#:17697),See ASN-9407 (ID#:17697),45.1
66641,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Air,2010-12-13 00:00:00,2010-12-13 00:00:00,2010-12-13 00:00:00,Aurobindo Pharma Limited,Generic,10mg/ml,Oral suspension,240,19050,60007.5,3.15,0.01,"Aurobindo Unit III, India",7349,4876.34,129.38
66669,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-08-13 00:00:00,2010-08-13 00:00:00,2010-08-13 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,600mg,Tablet,30,62369,268186.7,4.3,0.14,Mylan (formerly Matrix) Nashik,5009,17031.91,578.21
66680,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-02-16 00:00:00,2011-02-16 00:00:00,2011-02-16 00:00:00,HETERO LABS LIMITED,Generic,150/200/30mg,Tablet - FDC,60,5200,24960.0,4.8,0.08,Hetero Unit III Hyderabad IN,See ASN-9408 (ID#:39263),See ASN-9408 (ID#:39263),53.81
66690,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Air,2010-09-20 00:00:00,2010-09-20 00:00:00,2010-09-20 00:00:00,Aurobindo Pharma Limited,Generic,300mg,Tablet,60,44168,328168.24,7.43,0.12,"Aurobindo Unit III, India",2373,1697.9,707.53
66713,108-VN-T30,Vietnam,PMO - US,Direct Drop,FCA,Air,2014-07-02 00:00:00,2014-07-02 00:00:00,2014-07-02 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,100mg,Tablet,30,450,10467.0,23.26,0.78,ABBVIE Ludwigshafen Germany,56,520.19,10.76
66768,114-UG-T30,Uganda,PMO - US,Direct Drop,DAP,Air,2013-02-13 00:00:00,2013-02-13 00:00:00,2013-02-13 00:00:00,ASPEN PHARMACARE,Intelence,100mg,Tablet,120,178,6408.0,36.0,0.3,"Janssen-Cilag, Latina, IT",90,989,7.93
66792,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-08-03 00:00:00,2010-08-03 00:00:00,2010-08-03 00:00:00,STRIDES ARCOLAB LIMITED,Generic,150mg,Tablet,60,43262,101665.7,2.35,0.04,"Strides, Bangalore, India.",2035,8711.4,219.19
66809,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-12-05 00:00:00,2012-12-05 00:00:00,2012-12-05 00:00:00,HETERO LABS LIMITED,Generic,300mg,Tablet,60,615,7933.5,12.9,0.22,Hetero Unit III Hyderabad IN,See ASN-17177 (ID#:18240),See ASN-17177 (ID#:18240),11.12
66891,901-CM-T30,Cameroon,PMO - US,Direct Drop,EXW,Air,2013-12-04 00:00:00,2013-12-04 00:00:00,2013-12-04 00:00:00,Aurobindo Pharma Limited,Generic,300mg,Tablet,60,18180,98717.4,5.43,0.09,"Aurobindo Unit III, India",1007,11067.86,122.11
66925,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-06-22 00:00:00,2011-06-22 00:00:00,2011-06-22 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,300mg,Tablet,60,64,960.0,15.0,0.25,Mylan (formerly Matrix) Nashik,See ASN-11023 (ID#:37963),See ASN-11023 (ID#:37963),1.58
66946,101-CD-T30,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2014-08-26 00:00:00,2014-08-26 00:00:00,2014-09-16 00:00:00,Aurobindo Pharma Limited,Generic,250mg,Delayed-release capsules,30,100,758.0,7.58,0.25,"Aurobindo Unit III, India",9,734.66,0.78
66967,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-01-06 00:00:00,2011-01-06 00:00:00,2011-01-06 00:00:00,Aurobindo Pharma Limited,Generic,300mg,Tablet,30,116857,777099.05,6.65,0.22,"Aurobindo Unit III, India",10907,7905.94,1675.43
67011,113-ZW-T30,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,2014-09-17 00:00:00,2014-09-17 00:00:00,2014-09-19 00:00:00,HETERO LABS LIMITED,Generic,300/300mg,Tablet - FDC,30,47136,217768.32,4.62,0.15,Hetero Unit III Hyderabad IN,5151,29257.65,223.87
67022,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-03-29 00:00:00,2010-03-29 00:00:00,2010-03-29 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,300mg,Tablet,60,336,2520.0,7.5,0.12,Mylan (formerly Matrix) Nashik,See ASN-6355 (ID#:16828),See ASN-6355 (ID#:16828),5.43
67023,105-GY-T30,Guyana,PMO - US,Direct Drop,EXW,Air,2014-12-10 00:00:00,2014-12-10 00:00:00,2014-12-16 00:00:00,HETERO LABS LIMITED,Generic,200/300mg,Tablet - FDC,30,2175,12158.25,5.59,0.19,Hetero Unit III Hyderabad IN,252,2531.62,12.5
67069,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-08-12 00:00:00,2009-08-12 00:00:00,2009-08-12 00:00:00,S. BUYS WHOLESALER,Norvir,100mg,Capsule,84,329,3345.72,10.17,0.12,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,6.56
67077,108-VN-T30,Vietnam,PMO - US,Direct Drop,CIP,Air,2010-04-08 00:00:00,2010-04-08 00:00:00,2010-04-08 00:00:00,BRISTOL-MYERS SQUIBB,Videx,25mg,Chewable/dispersible tablet,60,520,3640.0,7.0,0.12,"BMS Meymac, France",104,2658.09,7.85
67090,106-HT-T30,Haiti,PMO - US,Direct Drop,EXW,Air,2014-02-17 00:00:00,2014-02-17 00:00:00,2014-02-18 00:00:00,STRIDES ARCOLAB LIMITED,Generic,600mg,Tablet,30,28080,89575.2,3.19,0.11,"Strides, Bangalore, India.",1772,11656.59,110.8
67134,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-27 00:00:00,2014-08-27 00:00:00,2014-08-27 00:00:00,S. BUYS WHOLESALER,Generic,150mg,Tablet,60,148,1457.49,9.85,0.16,Hetero Unit III Hyderabad IN,Weight Captured Separately,Freight Included in Commodity Cost,1.8
67142,104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2011-01-14 00:00:00,2011-01-14 00:00:00,2011-01-14 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,10280,371724.8,36.16,0.3,ABBVIE Ludwigshafen Germany,2573,13562.35,613.35
67153,114-UG-T30,Uganda,PMO - US,Direct Drop,EXW,Ocean,2013-11-06 00:00:00,2013-11-06 00:00:00,2013-11-13 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,150/300/200mg,Tablet - FDC,60,165374,1339529.4,8.1,0.13,Mylan (formerly Matrix) Nashik,See ASN-21627 (ID#:48945),See ASN-21627 (ID#:48945),1657.0
67191,114-UG-T30,Uganda,PMO - US,Direct Drop,FCA,Air,2010-03-10 00:00:00,2010-03-10 00:00:00,2010-03-10 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,100mg,Capsule,336,44,1687.84,38.36,0.11,ABBVIE (Abbott) Logis. UK,116,985.78,3.31
67194,113-ZW-T30,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,2014-09-17 00:00:00,2014-09-17 00:00:00,2014-09-19 00:00:00,HETERO LABS LIMITED,Generic,300/300mg,Tablet - FDC,30,42240,195148.8,4.62,0.15,Hetero Unit III Hyderabad IN,4589,27376.22,200.61
67195,105-GY-T30,Guyana,PMO - US,Direct Drop,FCA,Air,2014-08-11 00:00:00,2014-08-11 00:00:00,2014-08-12 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,80/20mg/ml,Oral solution,300,17,1033.94,60.82,0.2,ABBVIE (Abbott) Logis. UK,50,828.23,1.06
67199,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-01-06 00:00:00,2011-01-06 00:00:00,2011-01-06 00:00:00,Aurobindo Pharma Limited,Generic,10mg/ml,Oral suspension,240,35000,74200.0,2.12,0.01,"Aurobindo Unit III, India",12974,11138.89,159.98
67203,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-02-12 00:00:00,2015-02-12 00:00:00,2015-02-12 00:00:00,PHARMACY DIRECT,Generic,20mg/ml,Oral solution,240,23,407.34,17.71,0.07,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,0.42
67248,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-07-14 00:00:00,2015-07-14 00:00:00,2015-07-14 00:00:00,PHARMACY DIRECT,Kaletra,80/20mg/ml,Oral solution,300,4,68.56,17.14,0.06,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,0.07
67308,107-RW-T30,Rwanda,PMO - US,Direct Drop,FCA,Air,2015-05-11 00:00:00,2015-05-11 00:00:00,2015-05-11 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,100/25mg,Tablet,60,642,3813.48,5.94,0.1,ABBVIE Ludwigshafen Germany,83,929.85,4.49
67321,104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2010-05-26 00:00:00,2010-05-26 00:00:00,2010-05-26 00:00:00,Aurobindo Pharma Limited,Generic,200mg,Chewable/dispersible tablet,60,712,10680.0,15.0,0.25,"Aurobindo Unit III, India",147,1836.81,23.03
67389,108-VN-T30,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-08-13 00:00:00,2010-08-13 00:00:00,2010-08-13 00:00:00,Aurobindo Pharma Limited,Generic,30mg,Capsule,60,28496,39894.4,1.4,0.02,"Aurobindo Unit III, India",See ASN-7581 (ID#:42811),See ASN-7581 (ID#:42811),86.01
67448,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-06-25 00:00:00,2014-06-25 00:00:00,2014-06-25 00:00:00,PHARMACY DIRECT,Generic,300mg,Tablet,30,91,1644.26,18.07,0.6,Mylan (formerly Matrix) Nashik,Weight Captured Separately,Freight Included in Commodity Cost,1.69
67476,161-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Air,2010-06-24 00:00:00,2010-06-24 00:00:00,2010-06-24 00:00:00,Aurobindo Pharma Limited,Generic,300mg,Tablet,60,23800,176834.0,7.43,0.12,"Aurobindo Unit III, India",1273,3296.58,381.25
67501,117-ET-T30,Ethiopia,PMO - US,Direct Drop,EXW,Air,2011-06-28 00:00:00,2011-06-28 00:00:00,2011-06-28 00:00:00,Aurobindo Pharma Limited,Generic,200/50mg,Tablet,120,14498,487132.8,33.6,0.28,"Aurobindo Unit III, India",3685,16359.2,803.77
67509,109-TZ-T30,Tanzania,PMO - US,Direct Drop,EXW,Air,2013-08-24 00:00:00,2013-08-24 00:00:00,2013-08-24 00:00:00,Aurobindo Pharma Limited,Generic,150/300/200mg,Tablet - FDC,60,32002,260816.3,8.15,0.14,"Aurobindo Unit III, India",4059,17997.84,322.63
67526,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-08-24 00:00:00,2015-08-24 00:00:00,2015-08-24 00:00:00,PHARMACY DIRECT,Generic,300mg,Tablet,60,14,270.58,19.33,0.32,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,0.28
67541,151-NG-T30,Nigeria,PMO - US,Direct Drop,FCA,Air,2010-05-21 00:00:00,2010-05-21 00:00:00,2010-05-21 00:00:00,Hoffmann-La Roche ltd Basel,Invirase,500mg,Tablet,120,2106,207249.44,98.41,0.82,Roche Basel,Weight Captured Separately,Invoiced Separately,446.83
67551,111-MZ-T30,Mozambique,PMO - US,Direct Drop,CIP,Air,2015-06-09 00:00:00,2015-06-09 00:00:00,2015-07-16 00:00:00,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Isentress,400mg,Tablet,60,52,2886.0,55.5,0.92,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost,3.4
67562,109-TZ-T30,Tanzania,PMO - US,Direct Drop,EXW,Air,2012-09-27 00:00:00,2012-09-27 00:00:00,2012-09-27 00:00:00,Aurobindo Pharma Limited,Generic,150/300mg,Tablet - FDC,60,37589,268761.35,7.15,0.12,"Aurobindo Unit III, India",3267,13180.76,376.8
67600,110-ZM-T30,Zambia,PMO - US,Direct Drop,CIP,Air,2010-09-15 00:00:00,2010-09-15 00:00:00,2010-09-15 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,22000,816200.0,37.1,0.31,ABBVIE Ludwigshafen Germany,4959,2173.4,1759.73
67634,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-10-03 00:00:00,2014-10-03 00:00:00,2014-10-03 00:00:00,PHARMACY DIRECT,Intelence,100mg,Tablet,120,33,1168.83,35.42,0.3,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost,1.2
67654,116-ZA-T30,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-06-25 00:00:00,2014-06-25 00:00:00,2014-06-25 00:00:00,PHARMACY DIRECT,Generic,200/300mg,Tablet - FDC,30,11,332.32,30.21,1.01,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,0.34
67661,105-GY-T30,Guyana,PMO - US,Direct Drop,EXW,Air,2013-12-04 00:00:00,2013-12-04 00:00:00,2013-12-20 00:00:00,Aurobindo Pharma Limited,Generic,100mg,Capsule,100,114,513.0,4.5,0.04,"Aurobindo Unit III, India",5,672.49,0.63
